date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:37:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Jun%202020%2007:37:51%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/circleci/www.googletagmanager.com/gtm.b5445.delayed	(from https://circleci.com/)
14:37:53	516357/516357	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202020%2022:01:22%20GMT	https://d3r49iyjzglexf.cloudfront.net/site-ef68796b9d5ee51b18504a38de8cbadc65de3a7bb274ac980510d0ce2018f9d1.css	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/site-ef68796b9d5ee51b18504a38de8cbadc65de3a7bb274ac980510d0ce2018f9d1.css	(from https://circleci.com/)
14:37:57	122625/122625	---M--	200	added ('OK')	image/png	etag:%229d7c0319a96022b66d09a86f5681517a%22	https://d3r49iyjzglexf.cloudfront.net/illustrations/illu_homepage_studioiv-042b87b2f41fe6d0c5943b12f6cd1ff2a227dc84e3a7e76f2b8d57c05f1b1da4.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/illustrations/illu_homepage_studioiv-042b87b2f41fe6d0c5943b12f6cd1ff2a227dc84e3a7e76f2b8d57c05f1b1da4.png	(from https://circleci.com/)
14:38:00	79588/79588	---M-Z	200	added ('OK')	text/html	etag:W/%22fe75fc9c2b5805edde215421c0f953db%22	https://circleci.com/product/	C:/My%20Web%20Sites/circleci/circleci.com/product/index.html	(from https://circleci.com/)
14:38:00	73045/73045	---M-Z	200	added ('OK')	text/html	etag:W/%22e460411d53eb27f14ac67a4bc515d203%22	https://circleci.com/ja/	C:/My%20Web%20Sites/circleci/circleci.com/ja/index.html	(from https://circleci.com/)
14:38:00	21361/21361	---M--	200	added ('OK')	image/png	etag:%22ac900cc3590cf1ffa7d47a395d90fffa%22	https://d3r49iyjzglexf.cloudfront.net/illustrations/switch-from-jenkins-6970e1be53e7adf682ecf62483f9c5544d8d2d53af98136f3f96375cba2ae610.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/illustrations/switch-from-jenkins-6970e1be53e7adf682ecf62483f9c5544d8d2d53af98136f3f96375cba2ae610.png	(from https://circleci.com/)
14:38:01	59230/59230	---M-Z	200	added ('OK')	text/html	etag:W/%224fdb6306687d7a98144fa0e39faced34%22	https://circleci.com/build-environments/	C:/My%20Web%20Sites/circleci/circleci.com/build-environments/index.html	(from https://circleci.com/)
14:38:02	6884/6884	---M--	200	added ('OK')	image/png	etag:%22f442c6eb5e04bc98f98d48f652f6fd9d%22	https://d3r49iyjzglexf.cloudfront.net/logos-external/cruise-707d9bfa5ec817879675444be6a97bc5dca8511acc0f89c74e641d29f00d009b.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/logos-external/cruise-707d9bfa5ec817879675444be6a97bc5dca8511acc0f89c74e641d29f00d009b.png	(from https://circleci.com/)
14:38:03	414126/414126	---MCZ	200	added ('OK')	text/html	etag:W/%2242d6c5d23abc9aa4cfcf81044fa9936d%22	https://circleci.com/integrations/	C:/My%20Web%20Sites/circleci/circleci.com/integrations/index.html	(from https://circleci.com/)
14:38:04	70725/70725	---M--	200	added ('OK')	image/jpeg	etag:%2249fec6233a3f4da0606fe62d1dbd656b%22	https://d3r49iyjzglexf.cloudfront.net/resources/casestudy_procore-1f9e458f5aa48ca8797e38410c5bf4e40b2f8d25e1cec70d571d8498cf3d97f4.jpg	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/resources/casestudy_procore-1f9e458f5aa48ca8797e38410c5bf4e40b2f8d25e1cec70d571d8498cf3d97f4.jpg	(from https://circleci.com/)
14:38:08	86222/86222	---M-Z	200	added ('OK')	text/html	etag:W/%229105ee634224821f473adf83147d0138%22	https://circleci.com/migrate-jenkins-to-circleci/	C:/My%20Web%20Sites/circleci/circleci.com/migrate-jenkins-to-circleci/index.html	(from https://circleci.com/)
14:38:09	96467/96467	---M-Z	200	added ('OK')	text/html	etag:W/%22ddbe012e9a9202476aeb9a5532f2d0d7%22	https://circleci.com/pricing/	C:/My%20Web%20Sites/circleci/circleci.com/pricing/index.html	(from https://circleci.com/)
14:38:09	51633/51633	---M--	200	added ('OK')	image/jpeg	etag:%2223a303530586819070d7126226edead2%22	https://d3r49iyjzglexf.cloudfront.net/resources/whitepapers_forrester-e2680252c503357d732d9d985dedaa3d72f36309146f1512b5ccf5605b1f6427.jpg	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/resources/whitepapers_forrester-e2680252c503357d732d9d985dedaa3d72f36309146f1512b5ccf5605b1f6427.jpg	(from https://circleci.com/)
14:38:11	135340/135340	---M-Z	200	added ('OK')	text/html	etag:W/%22bec2385811a58458f1abea0e85cb9a1f%22	https://circleci.com/docs/2.0/hello-world/	C:/My%20Web%20Sites/circleci/circleci.com/docs/2.0/hello-world/index.html	(from https://circleci.com/)
14:38:12	90871/90871	---M-Z	200	added ('OK')	text/html	etag:W/%22a399e8e8631a94f3670b572b5942ec76%22	https://circleci.com/enterprise/	C:/My%20Web%20Sites/circleci/circleci.com/enterprise/index.html	(from https://circleci.com/)
14:38:12	46140/46140	---M--	200	added ('OK')	image/jpeg	etag:%2268442d0d48fe080d8ae7b1241b3dc536%22	https://d3r49iyjzglexf.cloudfront.net/resources/whitepapers-puppet-report-75d547262402dde00a1f4d02f54bc2ecd9a380af443ff901f9c4a72405f40171.jpg	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/resources/whitepapers-puppet-report-75d547262402dde00a1f4d02f54bc2ecd9a380af443ff901f9c4a72405f40171.jpg	(from https://circleci.com/)
14:38:13	115467/115467	---M--	200	added ('OK')	image/png	etag:%228f23c3d3a8f1b66a9ffdae8a84d2f586%22	https://d3r49iyjzglexf.cloudfront.net/home/hero-insights-17daf1df04ef5e7062f6379e95b839f84ae0845c7a16df0292431a765914b86a.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/home/hero-insights-17daf1df04ef5e7062f6379e95b839f84ae0845c7a16df0292431a765914b86a.png	(from https://circleci.com/)
14:38:14	130139/130139	---M-Z	200	added ('OK')	text/html	etag:W/%22c92f0e6c517d90babdfa3c6fe8936eec%22	https://circleci.com/docs/	C:/My%20Web%20Sites/circleci/circleci.com/docs/index.html	(from https://circleci.com/)
14:38:15	206921/206921	---M--	200	added ('OK')	application/xml	etag:%22c48a46c27602e55a48d4905ef1a95e75%22	https://circleci.com/blog/feed.xml	C:/My%20Web%20Sites/circleci/circleci.com/blog/feed.xml	(from https://circleci.com/)
14:38:16	78728/78728	---M-Z	200	added ('OK')	text/html	etag:W/%22f60ae28ee6ed843d406b448fd8e451d6%22	https://circleci.com/orbs/	C:/My%20Web%20Sites/circleci/circleci.com/orbs/index.html	(from https://circleci.com/)
14:38:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202020%2007:38:16%20GMT	https://circleci.com/changelog	C:/My%20Web%20Sites/circleci/circleci.com/changelog.13.delayed	(from https://circleci.com/)
14:38:19	59518/59518	---M-Z	200	added ('OK')	text/html	etag:W/%225af51736e1cbf5af1d1319a2e8df200a%22	https://circleci.com/open-source/	C:/My%20Web%20Sites/circleci/circleci.com/open-source/index.html	(from https://circleci.com/)
14:38:19	55117/55117	---M-Z	200	added ('OK')	text/html	etag:W/%225ab9366b1b4a81c915903dcae38ff9b4%22	https://circleci.com/about/	C:/My%20Web%20Sites/circleci/circleci.com/about/index.html	(from https://circleci.com/)
14:38:19	101354/101354	---M-Z	200	added ('OK')	text/html	etag:W/%2290dff4b3cd9828076d2da49ef67f5262%22	https://circleci.com/customers/	C:/My%20Web%20Sites/circleci/circleci.com/customers/index.html	(from https://circleci.com/)
14:38:20	370847/370847	---MCZ	200	added ('OK')	text/html	etag:W/%220ebb0e8aa8e4989271c7d0b4d023dd4e%22	https://circleci.com/docs/api/v2/	C:/My%20Web%20Sites/circleci/circleci.com/docs/api/v2/index.html	(from https://circleci.com/)
14:38:21	81620/81620	---M-Z	200	added ('OK')	text/html	etag:W/%2216bb297f96075f1d6d46b4b02f2a92f0%22	https://circleci.com/blog/	C:/My%20Web%20Sites/circleci/circleci.com/blog/index.html	(from https://circleci.com/)
14:38:22	226881/226881	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202020%2014:07:27%20GMT	https://d3r49iyjzglexf.cloudfront.net/vendor-a49dd70d950d55b6911baf7935064f4796e1638c4a3b6b348e6386167af435e1.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/vendor-a49dd70d950d55b6911baf7935064f4796e1638c4a3b6b348e6386167af435e1.js	(from https://circleci.com/)
14:38:22	76310/76310	---M-Z	200	added ('OK')	text/html	etag:W/%22a84c5f23efd3bffb3257a65411aa6570%22	https://circleci.com/contact/	C:/My%20Web%20Sites/circleci/circleci.com/contact/index.html	(from https://circleci.com/)
14:38:22	78023/78023	---M-Z	200	added ('OK')	text/html	etag:W/%2235e98694e4e374a36adffaff4de1bd57%22	https://circleci.com/careers/	C:/My%20Web%20Sites/circleci/circleci.com/careers/index.html	(from https://circleci.com/)
14:38:23	55892/55892	---M-Z	200	added ('OK')	text/html	etag:W/%2220323dfa947de7bf2b7be14e8cb39761%22	https://circleci.com/partners/	C:/My%20Web%20Sites/circleci/circleci.com/partners/index.html	(from https://circleci.com/)
14:38:23	13973/13973	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Jun%202020%2023:39:15%20GMT	https://d3r49iyjzglexf.cloudfront.net/site-dca4c9937ce1eead459ba348f0282b29d812388970e9826d83e8321231c2b508.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/site-dca4c9937ce1eead459ba348f0282b29d812388970e9826d83e8321231c2b508.js	(from https://circleci.com/)
14:38:24	95554/95554	---M-Z	200	added ('OK')	text/html	etag:W/%2226a1634c79960b8bd148d141441723c5%22	https://circleci.com/support/premium-support/	C:/My%20Web%20Sites/circleci/circleci.com/support/premium-support/index.html	(from https://circleci.com/)
14:38:24	52424/52424	---MCZ	200	added ('OK')	text/html	etag:%22ccc8-K/B/jlPOFvqoqI/tAGRdGBZxqkc%22	https://circleci.com/signup/	C:/My%20Web%20Sites/circleci/circleci.com/signup/index.html	(from https://circleci.com/)
14:38:26	2746/2746	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Apr%202020%2018:23:37%20GMT	https://d3r49iyjzglexf.cloudfront.net/utils-f707b22267f4077c535e92f9ff89b6f592d17c8328cb78b34be05fe2b0f9306c.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/utils-f707b22267f4077c535e92f9ff89b6f592d17c8328cb78b34be05fe2b0f9306c.js	(from https://circleci.com/)
14:38:28	74908/74908	---M-Z	200	added ('OK')	text/html	etag:W/%22a26c9f6c10d225e317bec181ba4b8593%22	https://circleci.com/contact-us/	C:/My%20Web%20Sites/circleci/circleci.com/contact-us/index.html	(from https://circleci.com/)
14:38:28	130094/130094	---M-Z	200	added ('OK')	text/html	etag:W/%22475d3f8da5b4bcf0a5d2a95c4666bef7%22	https://circleci.com/docs/2.0/	C:/My%20Web%20Sites/circleci/circleci.com/docs/2.0/index.html	(from https://circleci.com/)
14:38:28	54942/54942	---M-Z	200	added ('OK')	text/html	etag:W/%2268f4a4b749eb9ca3f0b78f170e617013%22	https://circleci.com/case-studies/procore/	C:/My%20Web%20Sites/circleci/circleci.com/case-studies/procore/index.html	(from https://circleci.com/)
14:38:29	104193/104193	---M-Z	200	added ('OK')	text/html	etag:W/%22e598d89fe7435f66f403f262c406a392%22	https://circleci.com/blog/announcing-circleci-s-100m-series-e/	C:/My%20Web%20Sites/circleci/circleci.com/blog/announcing-circleci-s-100m-series-e/index.html	(from https://circleci.com/)
14:38:29	2404/2404	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2020%20Mar%202020%2016:13:35%20GMT	https://d3r49iyjzglexf.cloudfront.net/components/analytics-fa42612618fd7886484c95384d65c979f009952deb1ceda01cb0ac97d235897e.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/components/analytics-fa42612618fd7886484c95384d65c979f009952deb1ceda01cb0ac97d235897e.js	(from https://circleci.com/)
14:38:29	1140/1140	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Apr%202020%2001:22:25%20GMT	https://d3r49iyjzglexf.cloudfront.net/components/nav-d2238d7c5bbc619e382ae1b2ed585b8a9ae2e1a52d6887a6c3b410541adc39f3.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/components/nav-d2238d7c5bbc619e382ae1b2ed585b8a9ae2e1a52d6887a6c3b410541adc39f3.js	(from https://circleci.com/)
14:38:30	1427/1427	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2003%20Jun%202020%2020:46:40%20GMT	https://d3r49iyjzglexf.cloudfront.net/components/customFormFields-996f687ca7bbdb0097b9b408cf479355b17162b1c817dda84b36f9149e91fb47.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/components/customFormFields-996f687ca7bbdb0097b9b408cf479355b17162b1c817dda84b36f9149e91fb47.js	(from https://circleci.com/)
14:38:30	578/578	---M--	200	added ('OK')	application/javascript	etag:%22f1950b23590b5f80ca7d10801ccde49a%22	https://d3r49iyjzglexf.cloudfront.net/ab-testing-2e8aef55d96bc43fed9de1bb15e029660c9dfd25df20eaa423698c77afd3e97e.js	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ab-testing-2e8aef55d96bc43fed9de1bb15e029660c9dfd25df20eaa423698c77afd3e97e.js	(from https://circleci.com/)
14:38:32	59269/59269	---M-Z	200	added ('OK')	text/html	etag:W/%22270023e27cd11a8c1130e33d276314ad%22	https://circleci.com/integrations/gcp/	C:/My%20Web%20Sites/circleci/circleci.com/integrations/gcp/index.html	(from https://circleci.com/)
14:38:33	103532/103532	---M-Z	200	added ('OK')	text/html	etag:W/%225a32db08a09d17fa1512fd0f5b018c48%22	https://circleci.com/blog/announcing-new-insights-endpoints-in-circleci-s-api-v2/	C:/My%20Web%20Sites/circleci/circleci.com/blog/announcing-new-insights-endpoints-in-circleci-s-api-v2/index.html	(from https://circleci.com/)
14:38:34	301741/301741	---MCZ	200	added ('OK')	text/html	etag:W/%223c4b17c818efb34ccc4069337c9f83a9%22	https://circleci.com/changelog/	C:/My%20Web%20Sites/circleci/circleci.com/changelog/index.html	(from https://circleci.com/)
14:38:34	281392/281392	---MCZ	200	added ('OK')	text/html	etag:W/%224e6bc521772935f8d5d4553f1125ea85%22	https://circleci.com/docs/2.0/configuration-reference/	C:/My%20Web%20Sites/circleci/circleci.com/docs/2.0/configuration-reference/index.html	(from https://circleci.com/)
14:38:35	88412/88412	---M-Z	200	added ('OK')	text/html	etag:W/%227759cd24cc86c51b67247dfa8f0b4f38%22	https://circleci.com/newsroom/	C:/My%20Web%20Sites/circleci/circleci.com/newsroom/index.html	(from https://circleci.com/)
14:38:37	157732/157732	---MCZ	200	added ('OK')	text/html	etag:W/%225557b2763f9cdfa0797165cdd4181b3a%22	https://circleci.com/server/changelog/	C:/My%20Web%20Sites/circleci/circleci.com/server/changelog/index.html	(from https://circleci.com/)
14:38:37	70411/70411	---M-Z	200	added ('OK')	text/html	etag:W/%22f60ca7b42570fa92dc5696b5608544c2%22	https://circleci.com/newsletter/product/	C:/My%20Web%20Sites/circleci/circleci.com/newsletter/product/index.html	(from https://circleci.com/)
14:38:37	3158/3158	---M--	200	added ('OK')	image/png	etag:%22ae782d6339f660e1c51fe68f58d7f0bb%22	https://d3r49iyjzglexf.cloudfront.net/ja/apple-touch-icon-f1ef1fb6f37fe36fdacd2dfdc11fb2edf1720083a9aa8648eeac81f0a69e8da8.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/apple-touch-icon-f1ef1fb6f37fe36fdacd2dfdc11fb2edf1720083a9aa8648eeac81f0a69e8da8.png	(from https://circleci.com/ja/)
14:38:39	164994/164994	---MCZ	200	added ('OK')	text/html	etag:W/%228dadc6bbbe775828e4fbfdd7345bb295%22	https://circleci.com/resources/	C:/My%20Web%20Sites/circleci/circleci.com/resources/index.html	(from https://circleci.com/)
14:38:39	66399/66399	---M-Z	200	added ('OK')	text/html	etag:W/%22c9d0749106630072a833648a07638dbd%22	https://circleci.com/resources/events/	C:/My%20Web%20Sites/circleci/circleci.com/resources/events/index.html	(from https://circleci.com/)
14:38:40	16599/16599	---M--	200	added ('OK')	image/png	etag:%22b0a3962c7ec90ae60cb31f99a3fc37b5%22	https://d3r49iyjzglexf.cloudfront.net/ja/android-chrome-512x512-636549fcf54150d3184aa6e8395d79ca9bcdc9278210e947ce093372cc2004a4.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/android-chrome-512x512-636549fcf54150d3184aa6e8395d79ca9bcdc9278210e947ce093372cc2004a4.png	(from https://circleci.com/ja/)
14:38:40	84658/84658	---M-Z	200	added ('OK')	text/html	etag:W/%22ccdfb9b19a315614f5fd69c808ab3f6a%22	https://circleci.com/continuous-integration/	C:/My%20Web%20Sites/circleci/circleci.com/continuous-integration/index.html	(from https://circleci.com/)
14:38:40	161954/161954	---MCZ	200	added ('OK')	text/html	etag:W/%225576e6b4a17b2a54cad153faec371301%22	https://circleci.com/about/team/	C:/My%20Web%20Sites/circleci/circleci.com/about/team/index.html	(from https://circleci.com/)
14:38:41	79056/79056	---M-Z	200	added ('OK')	text/html	etag:W/%224deaf702f606a6c98b26e7fcd88df66a%22	https://circleci.com/legal/cookie-policy/	C:/My%20Web%20Sites/circleci/circleci.com/legal/cookie-policy/index.html	(from https://circleci.com/)
14:38:41	85029/85029	---M-Z	200	added ('OK')	text/html	etag:W/%22b46d6f32bb74658703c0ca70bb4112a7%22	https://circleci.com/privacy/	C:/My%20Web%20Sites/circleci/circleci.com/privacy/index.html	(from https://circleci.com/)
14:38:42	88698/88698	---M-Z	200	added ('OK')	text/html	etag:W/%2257141138797103a72ac193a400dfc343%22	https://circleci.com/terms-of-service/	C:/My%20Web%20Sites/circleci/circleci.com/terms-of-service/index.html	(from https://circleci.com/)
14:38:42	7440/7440	---M--	200	added ('OK')	image/png	etag:%224b4b8e31a8e09d0c50661d56be7abe09%22	https://d3r49iyjzglexf.cloudfront.net/ja/android-chrome-192x192-daa316a62fc466bc7bbff9118d8bd8a358c4b1d934629eedc0e5b87c9bf6a6f0.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/android-chrome-192x192-daa316a62fc466bc7bbff9118d8bd8a358c4b1d934629eedc0e5b87c9bf6a6f0.png	(from https://circleci.com/ja/)
14:38:43	74019/74019	---M-Z	200	added ('OK')	text/html	etag:W/%222ac624ed1435740bf227c7339a6d595c%22	https://circleci.com/security/	C:/My%20Web%20Sites/circleci/circleci.com/security/index.html	(from https://circleci.com/)
14:38:43	639/639	---M--	200	added ('OK')	image/png	etag:%22b99b3f32c912ffa11871fca4c1bc9794%22	https://d3r49iyjzglexf.cloudfront.net/ja/favicon-32x32-86c07d561af62a6d412c5465d401ebf50a8f304d97c165e30feb71868b891c7c.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/favicon-32x32-86c07d561af62a6d412c5465d401ebf50a8f304d97c165e30feb71868b891c7c.png	(from https://circleci.com/ja/)
14:38:43	329/329	---M--	200	added ('OK')	image/png	etag:%223753a156e703f3623e04c22092c57784%22	https://d3r49iyjzglexf.cloudfront.net/ja/favicon-16x16-2f395f301d4ee767c0016c98f97561dc2ec4ddbae39cc895c9840a22467df08a.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/favicon-16x16-2f395f301d4ee767c0016c98f97561dc2ec4ddbae39cc895c9840a22467df08a.png	(from https://circleci.com/ja/)
14:38:43	33118/33118	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20May%202020%2021:54:13%20GMT	https://d3r49iyjzglexf.cloudfront.net/ja/vendor-9130b6026c6317f2286994e037f189b0850a60286866eeb5039e622081496148.css	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/vendor-9130b6026c6317f2286994e037f189b0850a60286866eeb5039e622081496148.css	(from https://circleci.com/ja/)
14:38:43	2877/2877	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20May%202020%2022:53:49%20GMT	https://d3r49iyjzglexf.cloudfront.net/ja/vendors/lity-b8b6faa63fb76d33ead3adfe0a9148e43ea51ca7c3a5faa008b88ab2ffe321ef.css	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/vendors/lity-b8b6faa63fb76d33ead3adfe0a9148e43ea51ca7c3a5faa008b88ab2ffe321ef.css	(from https://circleci.com/ja/)
14:38:44	516357/516357	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202020%2023:43:21%20GMT	https://d3r49iyjzglexf.cloudfront.net/ja/site-ef68796b9d5ee51b18504a38de8cbadc65de3a7bb274ac980510d0ce2018f9d1.css	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/site-ef68796b9d5ee51b18504a38de8cbadc65de3a7bb274ac980510d0ce2018f9d1.css	(from https://circleci.com/ja/)
14:38:44	122625/122625	---M--	200	added ('OK')	image/png	etag:%229d7c0319a96022b66d09a86f5681517a%22	https://d3r49iyjzglexf.cloudfront.net/ja/illustrations/illu_homepage_studioiv-042b87b2f41fe6d0c5943b12f6cd1ff2a227dc84e3a7e76f2b8d57c05f1b1da4.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/illustrations/illu_homepage_studioiv-042b87b2f41fe6d0c5943b12f6cd1ff2a227dc84e3a7e76f2b8d57c05f1b1da4.png	(from https://circleci.com/ja/)
14:38:44	21361/21361	---M--	200	added ('OK')	image/png	etag:%22ac900cc3590cf1ffa7d47a395d90fffa%22	https://d3r49iyjzglexf.cloudfront.net/ja/illustrations/switch-from-jenkins-6970e1be53e7adf682ecf62483f9c5544d8d2d53af98136f3f96375cba2ae610.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/illustrations/switch-from-jenkins-6970e1be53e7adf682ecf62483f9c5544d8d2d53af98136f3f96375cba2ae610.png	(from https://circleci.com/ja/)
14:38:44	63597/63597	---M-Z	200	added ('OK')	text/html	etag:W/%22da5a3329c8e797ca1c97a9682d25f72b%22	https://circleci.com/ja/build-environments/	C:/My%20Web%20Sites/circleci/circleci.com/ja/build-environments/index.html	(from https://circleci.com/ja/)
14:38:45	2682/2682	---M--	200	added ('OK')	image/png	etag:%22f592fafca66f0ed74398dc8e01ccf601%22	https://d3r49iyjzglexf.cloudfront.net/ja/logos-external/mercari-7d54c69dc023fccf6bd3081c2edaeb6624488788ae7790064d18bcf95eb90cc3.png	C:/My%20Web%20Sites/circleci/d3r49iyjzglexf.cloudfront.net/ja/logos-external/mercari-7d54c69dc023fccf6bd3081c2edaeb6624488788ae7790064d18bcf95eb90cc3.png	(from https://circleci.com/ja/)
